Frame,Timestamp (ms),Active points,Bounding box centre X (px),Bounding box centre Y (px),Bounding box width (px),Bounding box height (px),Bounding box rotation (degrees),Bounding box vertex 1 X (px),Bounding box vertex 1 Y (px),Bounding box vertex 2 X (px),Bounding box vertex 2 Y (px),Bounding box vertex 3 X (px),Bounding box vertex 3 Y (px),Bounding box vertex 4 X (px),Bounding box vertex 4 Y (px)
77,3160,224,149.808,109.914,54.6456,46.6972,0,122.486,133.262,122.486,86.5653,177.131,86.5653,177.131,133.262
78,3200,228,149.364,107.639,55.0291,47.0249,0,121.849,131.152,121.849,84.127,176.878,84.127,176.878,131.152
79,3240,226,148.918,105.469,55.4678,47.3997,0,121.184,129.169,121.184,81.7691,176.652,81.7691,176.652,129.169
80,3280,225,148.555,103.376,55.3769,47.3221,0,120.867,127.037,120.867,79.715,176.244,79.715,176.244,127.037
81,3320,231,148.089,101.579,55.3835,47.3277,0,120.397,125.243,120.397,77.9155,175.781,77.9155,175.781,125.243
82,3360,230,147.875,100.263,55.3019,47.258,0,120.224,123.892,120.224,76.6337,175.526,76.6337,175.526,123.892
83,3400,237,147.883,99.3935,55.2528,47.216,0,120.256,123.001,120.256,75.7854,175.509,75.7854,175.509,123.001
84,3440,233,148.007,98.9213,55.4657,47.398,0,120.274,122.62,120.274,75.2223,175.74,75.2223,175.74,122.62
85,3480,233,147.932,98.4968,55.4119,47.352,0,120.226,122.173,120.226,74.8208,175.638,74.8208,175.638,122.173
86,3520,230,147.824,97.9682,55.3083,47.2634,0,120.17,121.6,120.17,74.3365,175.478,74.3365,175.478,121.6
87,3560,224,147.471,97.4157,55.4209,47.3596,0,119.76,121.096,119.76,73.7359,175.181,73.7359,175.181,121.096
88,3600,229,147.017,96.8476,55.4198,47.3587,0,119.307,120.527,119.307,73.1682,174.727,73.1682,174.727,120.527
89,3640,230,146.417,95.8633,55.5497,47.4698,0,118.642,119.598,118.642,72.1284,174.192,72.1284,174.192,119.598
90,3680,229,145.704,94.7953,55.5455,47.4662,0,117.931,118.528,117.931,71.0622,173.476,71.0622,173.476,118.528
91,3720,237,144.892,93.6715,55.657,47.5615,0,117.063,117.452,117.063,69.8908,172.72,69.8908,172.72,117.452
92,3760,243,143.832,92.2876,55.6796,47.5808,0,115.992,116.078,115.992,68.4972,171.672,68.4972,171.672,116.078
93,3800,243,142.269,90.9032,55.1382,47.1181,0,114.7,114.462,114.7,67.3441,169.838,67.3441,169.838,114.462
94,3840,242,140.342,89.8043,54.8592,46.8797,0,112.912,113.244,112.912,66.3644,167.772,66.3644,167.772,113.244
95,3880,237,138.114,88.9365,54.012,46.1557,0,111.108,112.014,111.108,65.8586,165.12,65.8586,165.12,112.014
96,3920,238,135.859,87.9619,53.5688,45.777,0,109.075,110.85,109.075,65.0734,162.643,65.0734,162.643,110.85
97,3960,234,133.87,87.6867,53.2735,45.5246,0,107.234,110.449,107.234,64.9244,160.507,64.9244,160.507,110.449
98,4000,237,132.103,87.3376,53.1515,45.4203,0,105.527,110.048,105.527,64.6274,158.679,64.6274,158.679,110.048
99,4040,237,130.443,87.0093,52.8435,45.1572,0,104.022,109.588,104.022,64.4307,156.865,64.4307,156.865,109.588
100,4080,238,129.114,87.0041,52.5007,44.8643,0,102.863,109.436,102.863,64.5719,155.364,64.5719,155.364,109.436
101,4120,236,128.313,87.2236,52.2581,44.6569,0,102.184,109.552,102.184,64.8952,154.442,64.8952,154.442,109.552
102,4160,230,127.719,87.202,52.2668,44.6644,0,101.586,109.534,101.586,64.8698,153.853,64.8698,153.853,109.534
103,4200,233,127.182,87.2186,52.431,44.8046,0,100.966,109.621,100.966,64.8163,153.397,64.8163,153.397,109.621
104,4240,235,126.748,86.9738,52.5422,44.8997,0,100.477,109.424,100.477,64.524,153.019,64.524,153.019,109.424
105,4280,237,126.437,86.6221,52.6048,44.9532,0,100.134,109.099,100.134,64.1455,152.739,64.1455,152.739,109.099
106,4320,237,126.433,86.45,52.9171,45.2201,0,99.9741,109.06,99.9741,63.8399,152.891,63.8399,152.891,109.06
107,4360,238,126.818,86.4691,53.0881,45.3662,0,100.274,109.152,100.274,63.786,153.362,63.786,153.362,109.152
108,4400,235,127.415,86.5437,53.3087,45.5547,0,100.76,109.321,100.76,63.7663,154.069,63.7663,154.069,109.321
109,4440,233,128.392,86.8234,53.3614,45.5997,0,101.711,109.623,101.711,64.0235,155.072,64.0235,155.072,109.623
110,4480,238,129.348,87.1332,53.4298,45.6582,0,102.634,109.962,102.634,64.3041,156.063,64.3041,156.063,109.962
111,4520,237,130.332,87.5918,53.8404,46.009,0,103.411,110.596,103.411,64.5873,157.252,64.5873,157.252,110.596
112,4560,233,131.288,88.2193,54.1595,46.2817,0,104.208,111.36,104.208,65.0784,158.368,65.0784,158.368,111.36
113,4600,228,132.166,88.8673,54.1258,46.2529,0,105.103,111.994,105.103,65.7408,159.229,65.7408,159.229,111.994
114,4640,234,133.031,89.5556,54.634,46.6872,0,105.714,112.899,105.714,66.212,160.348,66.212,160.348,112.899
115,4680,230,134.163,90.7195,54.9546,46.9612,0,106.685,114.2,106.685,67.2389,161.64,67.2389,161.64,114.2
116,4720,235,135.272,91.9958,54.8142,46.8413,0,107.865,115.416,107.865,68.5752,162.679,68.5752,162.679,115.416
117,4760,234,136.48,93.4366,54.9686,46.9732,0,108.995,116.923,108.995,69.95,163.964,69.95,163.964,116.923
118,4800,229,137.32,94.5655,54.886,46.9026,0,109.877,118.017,109.877,71.1142,164.763,71.1142,164.763,118.017
119,4840,233,137.817,95.6575,54.8594,46.8799,0,110.388,119.097,110.388,72.2176,165.247,72.2176,165.247,119.097
120,4880,232,137.898,96.408,54.5924,46.6517,0,110.602,119.734,110.602,73.0821,165.195,73.0821,165.195,119.734
121,4920,230,137.914,97.1513,54.4277,46.511,0,110.7,120.407,110.7,73.8958,165.128,73.8958,165.128,120.407
122,4960,229,137.927,97.5305,54.6121,46.6686,0,110.621,120.865,110.621,74.1962,165.234,74.1962,165.234,120.865
123,5000,228,138.513,97.9667,54.5436,46.61,0,111.241,121.272,111.241,74.6617,165.784,74.6617,165.784,121.272
124,5040,233,139.376,98.6082,54.5927,46.652,0,112.08,121.934,112.08,75.2822,166.673,75.2822,166.673,121.934
125,5080,231,140.101,99.1066,54.8093,46.837,0,112.697,122.525,112.697,75.6881,167.506,75.6881,167.506,122.525
126,5120,229,140.259,99.4604,54.6994,46.7431,0,112.909,122.832,112.909,76.0889,167.608,76.0889,167.608,122.832
127,5160,231,140.084,99.619,54.6033,46.661,0,112.783,122.95,112.783,76.2886,167.386,76.2886,167.386,122.95
128,5200,232,139.92,99.2888,54.9201,46.9317,0,112.46,122.755,112.46,75.8229,167.38,75.8229,167.38,122.755
129,5240,231,139.951,98.7457,54.8904,46.9063,0,112.506,122.199,112.506,75.2925,167.396,75.2925,167.396,122.199
130,5280,230,140.053,98.2916,55.1307,47.1117,0,112.488,121.848,112.488,74.7358,167.619,74.7358,167.619,121.848
131,5320,233,140.058,97.949,55.1274,47.1089,0,112.495,121.503,112.495,74.3946,167.622,74.3946,167.622,121.503
132,5360,232,140.029,97.7482,55.1987,47.1698,0,112.43,121.333,112.43,74.1633,167.629,74.1633,167.629,121.333
133,5400,231,140.138,97.7415,55.268,47.229,0,112.504,121.356,112.504,74.127,167.772,74.127,167.772,121.356
134,5440,231,140.202,97.833,55.2339,47.1999,0,112.585,121.433,112.585,74.233,167.819,74.233,167.819,121.433
135,5480,228,140.278,97.9998,55.2396,47.2047,0,112.658,121.602,112.658,74.3974,167.898,74.3974,167.898,121.602
136,5520,229,140.231,98.2603,55.3221,47.2752,0,112.57,121.898,112.57,74.6227,167.892,74.6227,167.892,121.898
137,5560,227,139.835,98.3861,55.2993,47.2558,0,112.185,122.014,112.185,74.7582,167.484,74.7582,167.484,122.014
138,5600,232,139.254,98.5327,55.3807,47.3254,0,111.563,122.195,111.563,74.87,166.944,74.87,166.944,122.195
139,5640,232,138.537,98.3763,55.4469,47.3819,0,110.813,122.067,110.813,74.6854,166.26,74.6854,166.26,122.067
140,5680,232,137.598,98.2124,55.2743,47.2344,0,109.961,121.83,109.961,74.5952,165.235,74.5952,165.235,121.83
141,5720,229,136.734,97.9408,55.4882,47.4172,0,108.989,121.649,108.989,74.2322,164.478,74.2322,164.478,121.649
